ball,score,commentary,second_commentary
4.3,W,"Dwarshuis to Gaikwad, OUTTwo wickets in four balls for Australia and both openers are a goner. The ball was there to be hit. Was in the slot outside off, Gaikwad strikes it well, but just does not get the elevation. The mid-off fielder makes no mistake.Ruturaj Gaikwad c Behrendorff b Dwarshuis 10 (12b 2x4 0x6 20m) SR: 83.33See all photos","Dwarshuis to Gaikwad, out Caught by Behrendorff!! Behrendorff in the action once again. Pitched fuller and in the zone outside off, Gaikwad looks to thump it straight down the ground with a solid flat-foot base, but ends up dragging it off the toe end of the bat. Catching practice (reverse cup right in front of his chest) for mid-off. Gaikwad c Behrendorff b Dwarshuis 10(12) [4s-2]"
4.2,•,"Dwarshuis to Gaikwad, no runSlower back of a length ball outside off, he taps it to backward point","Dwarshuis to Gaikwad, no run, 131ks short of length outside off, Ruturaj cuts but can't get it past the fielder at backward point"
4.1,•,"Dwarshuis to Gaikwad, no runFuller outside off, drives to extra cover","Dwarshuis to Gaikwad, no run, 135ks full outside off, Ruturaj drives and picks out the fielder at cover to his left"
3.6,W,"Behrendorff to Jaiswal, OUTThat's gone high, very high and Ellis takes a really good catch running on from deep square leg. That was an absolute steepler. Pacy back of a length ball on middle. Jaiswal once again goes for a pull, gets a massive top-edge and Ellis grabs it reverse-cupped.Yashasvi Jaiswal c Ellis b Behrendorff 21 (15b 1x4 2x6 17m) SR: 140","Behrendorff to Jaiswal, out Caught by Nathan Ellis!! And, would you believe, it is the short ball that gets him. Behrendorff did well to deny room and angle it into the body, thick top-edge on the pull and Ellis steadies himself running in to his right from deep square. It hung in the air for an eternity and wasn't really easy with all the noise around. A much-needed break for Australia, nonetheless. Jaiswal c Nathan Ellis b Behrendorff 21(15) [4s-1 6s-2]"
3.5,4,"Behrendorff to Jaiswal, FOUR runsHasn't timed it but will clear mid-off easily. Was a fuller-length ball on and around off, Jasiwal goes up and over and even though gets it off the toe end of the bat, he gets four to his name","Behrendorff to Jaiswal, FOUR, Behrendorff tries the knuckle ball but the length was a touch too full just outside off, Yashasvi lofts and skews it off the cue end over mid-on. It drops tantalizingly short of the fence and trickles away ever so slowly..."
3.4,6,"Behrendorff to Jaiswal,  SIX runsOUT OF THE SCREWS! He was camped on the backfoot waiting for the short ball. The bowler goes short and Jaiswal absolutely wallops him over the deep midwicket fence","Behrendorff to Jaiswal, SIX, rule number one when bowling to Yashasvi Jaiswal: Never bowl short at 130ks. Had enough width outside off and it's been powered for a mighty maximum over mid-wicket. Almost 90 metres..."
3.3,1lb,"Behrendorff to Gaikwad, 1 leg byeWas there some glove there? Terrific effort regardless by Wade. Nope off the pad. Back of a length ball on middle and leg. Gaikwad gets inside the line and looks to help it past the keeper. Can't beat a flying Wade.","Behrendorff to Gaikwad, leg byes, 1 run, 129ks short of length angling down leg, Ruturaj looks to slog and gets beaten. Takes the thigh pad/hip and travels to the left of Wade. A half-stop results in a single..."
3.2,4,"Behrendorff to Gaikwad, FOUR runsGaikwad goes big now. Was on a length on middle and leg, Gaikwad gets across and heaves it over midwicket. Gets it off the inside half of the bat and gets his first four","Behrendorff to Gaikwad, FOUR, 135ks fuller on the stumps, Ruturaj opts for a heave and manages to get it off the thick inside half over mid-wicket. Enough power to get it racing to the fence..."
3.1,1,"Behrendorff to Jaiswal,  1 runShort and wide, he stands tall and cuts it away hard but straight to deep point","Behrendorff to Jaiswal, 1 run, 131ks short and wide of off, Yashasvi cuts fiercely but picks out the fielder at deep backward point to his right"
2.6,1,"Hardie to Jaiswal,  1 runShort of a good length and hurries Jaiswal as the ball gets big on him and he can only biff it to deep square leg","Hardie to Jaiswal, 1 run, this 140ks short ball gets big on Yashasvi, and therefore, he mistimes the pull to the left of deep square leg"
2.5,•,"Hardie to Jaiswal, no runAnother swing and a miss. Hardie stays back of a length just outside off. Jaiswal dances down the track, staying leg side of the ball and looks for a repeat of the previous shot. Only connects at thin air","Hardie to Jaiswal, no run, jumps down the track and gets beaten by the slower delivery just outside off. It was slow and short from Aaron Hardie and Yashasvi perhaps expected the length to be fuller, not to be..."
2.4,6,"Hardie to Jaiswal,  SIX runsConnects this time and how! Similar back of a length ball outside off, this time he gets across and in position nice and early. Sends it soaring it over the deep midwicket fence.","Hardie to Jaiswal, SIX, that's gone to Mysuru. Right in the slot for Yashasvi, it sits up on a short length just outside off and he's sent the pull packing for an 87-metre maximum over mid-wicket"
2.3,•,"Hardie to Jaiswal, no runSwing and a miss! Back of a length ball angling away from the batter, who loses patience and tries to whack the ball to Cubbon Park. Makes no connection.","Hardie to Jaiswal, no run, short of length angling away outside off, Yashasvi looks to heave leg-side and gets beaten on the outside edge"
2.2,•,"Hardie to Jaiswal, no runNo boundaries yet. Length with the angle going across Jaiswal who taps it to short third","Hardie to Jaiswal, no run, hint of width on this length delivery outside off, Yashasvi cuts late but can't get it past short third to his left"
2.1,1,"Hardie to Gaikwad,  1 runOn a length around off stump, he pushes towards cover with soft hands and sets off for a quick run","Hardie to Gaikwad, 1 run, 134ks good length on off, Ruturaj taps it in front of cover and hustles across for a quick single"
1.6,1,"Behrendorff to Gaikwad,  1 runGood length ball outside off with a bit of shape away. He bunts it to the right of extra cover for a run","Behrendorff to Gaikwad, 1 run, 134ks good length just outside off, Ruturaj opens the bat face and punches to the left of cover for a quick single"
1.5,1lb,"Behrendorff to Jaiswal, 1 leg byeHurries him with that length ball on middle and leg. He looks to flay it away to the on-side, the ball catches his pads through to the on-side.","Behrendorff to Jaiswal, leg byes, 1 run, 131ks back of a length angling down leg, Yashasvi swivels and fails to get bat on the attempted whip/hook. Gets it off the thigh pad wide of backward square leg for a quick single"
1.4,•,"Behrendorff to Jaiswal, no runAgain, excellent length on middle stump, pushed to mid-on","Behrendorff to Jaiswal, no run, full on the stumps, Yashasvi gets across and blocks to the right of mid-wicket"
1.3,2,"Behrendorff to Jaiswal,  2 runsUp and over, just! Was on a length with a hint of shape away from Jaiswal. He lines up to go over mid-off, does not time it well enough. Just about clears the in-field","Behrendorff to Jaiswal, 2 runs, full and just outside off at 127ks, Yashasvi looks for an airy-fairy drive but chips it off the thick inside half over cover. Good enough to pick up a couple of runs..."
1.2,•,"Behrendorff to Jaiswal, no runFuller outside off, mistimed to mid-off","Behrendorff to Jaiswal, no run, pitched up just outside off at 130ks, Yashasvi toe-ends the drive to the left of mid-off"
1.1,•,"Behrendorff to Jaiswal, no runCuts him in half first up. Lovely ball to start off. Gets the ball on a length and with his height, he'll always find bounce. Jaiswal is cramped for room as he looks to cut, the ball catches his pad through to the stumps","Behrendorff to Jaiswal, no run, short of length angles in late just outside off, Yashasvi looks to cut but there was no room on offer. Past the inside edge and doesn't miss the off-stump by much"
0.6,4,"Hardie to Gaikwad, FOUR runsSHOT! Length ball shaping away and this time Gaikwad is right on point with his foot movement. Strides forward and drives on the up to the right of mid-off.","Hardie to Gaikwad, FOUR, that is music to the ears - hitting the middle of middle. 134ks fraction fuller outside off, Ruturaj pings the drive in the gap between cover and mid-off and gets off the mark with a boundary"
0.5,•,"Hardie to Gaikwad, no runPlay and a miss! Length ball tailing away from Gaikwad, who does not get forward enough and just about searches for the ball with his hands. Misses","Hardie to Gaikwad, no run, the outswinger from Aaron Hardie. Hits the fullish length and gets the ball to wobble away in the channel, lures Ruturaj into a loose punch/drive and beats the outside edge"
0.4,•,"Hardie to Gaikwad, no runOn a length with a hint of movement around middle stump, ticked towards mid-on","Hardie to Gaikwad, no run, good length angled in towards middle and leg, Ruturaj flicks timidly and picks mid-wicket"
0.3,•,"Hardie to Gaikwad, no runOn a length on off stump. Defended back to the bowler.","Hardie to Gaikwad, no run, full and shaping in towards off at 136ks, punched firmly back to the bowler"
0.2,•,"Hardie to Gaikwad, no runAgain, a hint of shape away from the batter, who prods forward and drives to cover","Hardie to Gaikwad, no run, pitched up outside off at 133ks, Ruturaj drives and finds cover to his left"
0.1,1,"Hardie to Jaiswal,  1 runLength with a hint of shape into the batter, who pushes towards cover and sets off","Hardie to Jaiswal, 1 run, good length curving in late just outside off, Jaiswal taps it under his eyes and hares across for a quick single"
