ball,score,commentary,second_commentary
8.4,1w,"T Sangha to Ishan, 1 wideFlatter and very wide outside off. He shoulders arms and that is called a wide.","Sangha to Ishan Kishan, wide, flatter and quicker, pushes it too wide outside off as Ishan Kishan lets it go"
8.3,6,"T Sangha to Ishan,  SIX runsTwo in two! Floated on leg stump, rather just out. He clears his front leg and flogs it in the gap between deep midwicket and long on","Sangha to Ishan Kishan, SIX, two in a row! Floated up full on middle, looked like a googly and Ishan Kishan picked it, he cleared his front-leg and hoisted it into the gap at cow corner, just cleared the ropes"
8.2,6,"T Sangha to Ishan,  SIX runsBANG! Googly on the pads, he gets the sweep out again and thumps him over deep backward square leg for a huge six","Sangha to Ishan Kishan, SIX, goes big! Tossed up on middle, Ishan Kishan leans forward again and smokes it over the ropes at deep mid-wicket with a slog sweep"
8.1,4,"T Sangha to Ishan, FOUR runsSmashes the weeps to Abbott at deep midwicket, who fumbles and concedes a four. Think he was caught in two minds whether to come in for the catch or save the four. Does neither.","Sangha to Ishan Kishan, FOUR, goes through because of the sheer power! Full on middle, Ishan Kishan leant forward and slog-swept it so hard towards deep mid-wicket, went hard and flat, burst through the fielder's hands after the bounce"
7.6,1,"Behrendorff to Ishan,  1 runback of a length ball into the body of Kishan who pulls to deep midwicket","Behrendorff to Ishan Kishan, 1 run, short of length on off-stump, heaved away towards mid-wicket"
7.5,1,"Behrendorff to Suryakumar,  1 runTop-edge and the ball falls juuuust short of the deep backward square leg fielder haring in. Knuckle ball bowled short outside off. He looks for a pull, is early on the shot and is lucky the ball did not go to hand.","Behrendorff to Suryakumar Yadav, 1 run, in the air and safe! Slower length delivery on middle, Suryakumar Yadav looked to pull and was through the shot too early, a top-edge was found but it landed safe around backward square leg, long leg ran a long way in but couldn't get there"
7.4,1,"Behrendorff to Ishan,  1 runSlower low full toss, Kishan is a little early on the push. Plays it past the bowler for a run","Behrendorff to Ishan Kishan, 1 run, low full toss on middle, driven just past the stumps at the other end"
7.3,1,"Behrendorff to Suryakumar,  1 runFuller again outside off, driven to long off","Behrendorff to Suryakumar Yadav, 1 run, full on off-stump, driven down the ground to long-off"
7.2,4,"Behrendorff to Suryakumar, FOUR runsEdged and the ball flies past the keeper. Was the fuller-length ball angling away from the batter. He looks to drive on the up, gets a thick outside edge that goes to the right of Wade, who was at full-stretch","Behrendorff to Suryakumar Yadav, FOUR, edged and four! Pitched up a lot fuller outside off, Suryakumar Yadav threw his hands at this and got a thick outside edge, just went past a diving Wade, 50-run stand comes up too"
7.1,2,"Behrendorff to Suryakumar,  2 runsOn a length outside off, he drives on the up and gets it to the right of deep cover for a brace","Behrendorff to Suryakumar Yadav, 2 runs, good length delivery just outside off, driven nicely towards deep extra cover"
6.6,1,"T Sangha to Suryakumar,  1 runPushed quicker on leg stump, he gets it to long on","Sangha to Suryakumar Yadav, 1 run, length delivery on middle, punched down the ground to long-on"
6.5,1,"T Sangha to Ishan,  1 runRank long hop and Kishan almost hit it straight down deep backward square leg's throat. Was too short and down leg. Kishan pulls rather meekly and is lucky the catch does not go to hand","Sangha to Ishan Kishan, 1 run, on the bounce to the fielder! A real drag down on leg-stump, Ishan Kishan went deep in his crease and heaved it away behind square on the leg-side, nearly hit it to the fieler in the deep"
6.4,1,"T Sangha to Suryakumar,  1 runSlower and fuller well outside off, he fetches the sweep and slams it to deep backward square leg","Sangha to Suryakumar Yadav, 1 run, flighted delivery full outside off, Suryakumar Yadav leans in and fetches it with a sweep to deep backward square leg"
6.3,1,"T Sangha to Ishan,  1 runSkiddy legbreak outside off, he stays back and hacks the pull but long on is quite wide to intercept","Sangha to Ishan Kishan, 1 run, flatter and quicker just outside off, Ishan Kishan presses back and pulls it down to wide long-on"
6.2,1,"T Sangha to Suryakumar,  1 runFuller on leg stump, Surya has taken a leg guard as he flicks to wide long on","Sangha to Suryakumar Yadav, 1 run, tossed up full on leg-stump, Suryakumar Yadav strides forward and works it towards mid-wicket"
6.1,1,"T Sangha to Ishan,  1 runSlower legbreak outside off, pushes to long on off the backfoot","Sangha to Ishan Kishan, 1 run, length delivery outside off, Ishan Kishan presses back and heaves it down to long-on"
5.6,•,"Ellis to Suryakumar, no runA bit of leading edge but does not go to hand. Was on a length outside off, he gets it towards point","Nathan Ellis to Suryakumar Yadav, no run, full on off, Suryakumar looks to drive and squirts it off the outside half to point"
5.5,4,"Ellis to Suryakumar, FOUR runsExcellent timing and placement from Surya who looks like a man on a mission. Length on the pads, he gets across and flicks it imperiously through midwicket","Nathan Ellis to Suryakumar Yadav, FOUR, half-volley on middle, Suryakumar flicks it nicely and finds the gap through midwicket. He's capitalising on all the loose balls coming his way, which are plenty"
5.4,•,"Ellis to Suryakumar, no runBetter lines now from Ellis. Keeps it wicket to wicket and on a length. Surya pushes towards mid-on","Nathan Ellis to Suryakumar Yadav, no run, full ball on off, driven to mid-on"
5.3,4,"Ellis to Suryakumar, FOUR runsOn a length but the line is well down leg. He clips it to the left of short fine leg.","Nathan Ellis to Suryakumar Yadav, FOUR, poor delivery. Full ball straying down leg, Suryakumar helps it away fine with a leg-glance. It went in the air but well away from short fine leg"
5.2,•,"Ellis to Suryakumar, no runLength on off and middle, he is cramped for room and can only defend","Nathan Ellis to Suryakumar Yadav, no run, good length on middle, Suryakumar hangs back and defends"
5.1,1,"Ellis to Ishan,  1 runFuller outside off, he pushes to mid-off for a quick run","Nathan Ellis to Ishan Kishan, 1 run, punched to mid-off"
4.6,4,"Abbott to Suryakumar, FOUR runsExcellent timing, 20 of the over! Full-length ball outside off, he presents the full face of the bat and drives back past the bowler, who fumbles and on that outfield there's no stopping the ball once it beats the in field","Abbott to Suryakumar Yadav, FOUR, simply knocks it down the ground and it races away! Slower one floated up on off, Suryakumar doesn't do much more than tap it down the pitch, but the timing is sublime. Once Abbott lets it go, the fielders at mid-off and mid-on are mere spectators on a lightning fast outfield"
4.6,4,"Abbott to Suryakumar, FOUR runsExcellent timing, 20 of the over! Full-length ball outside off, he presents the full face of the bat and drives back past the bowler, who fumbles and on that outfield there's no stopping the ball once it beats the in field","Abbott to Suryakumar Yadav, wide, slower length ball down leg, Suryakumar doesn't get anything on it"
4.6,1w,"Abbott to Suryakumar, 1 wideNow loses his radar, with the the length ball sliding down leg, called a wide.","Abbott to Suryakumar Yadav, FOUR, simply knocks it down the ground and it races away! Slower one floated up on off, Suryakumar doesn't do much more than tap it down the pitch, but the timing is sublime. Once Abbott lets it go, the fielders at mid-off and mid-on are mere spectators on a lightning fast outfield"
4.6,1w,"Abbott to Suryakumar, 1 wideNow loses his radar, with the the length ball sliding down leg, called a wide.","Abbott to Suryakumar Yadav, wide, slower length ball down leg, Suryakumar doesn't get anything on it"
4.5,6,"Abbott to Suryakumar,  SIX runsSHOT! On a length on leg stump, Surya gets across and elegantly whips it up and over  the vacant deep midwicket area.","Abbott to Suryakumar Yadav, SIX, brilliant pick-up shot! Half-volley on the pads, Suryakumar launches it over midwicket, sails over the boundary"
4.4,•,"Abbott to Suryakumar, no runShout for lbw as Surya misses the flick to a good length ball on middle and leg. Not given. Two sounds probably.","Abbott to Suryakumar Yadav, no run, good length on middle, nips in sharply and strikes the pad as Suryakumar is beaten on the drive. He got a little inside edge there"
4.3,1,"Abbott to Ishan,  1 runBack of a length ball on the stumps, he scythes it to deep backward square leg","Abbott to Ishan Kishan, 1 run, short of length on middle, pulled to deep square leg"
4.2,6,"Abbott to Ishan,  SIX runsMuch better connection and that goes all the way. Length on Kishan's pads, he gets across and flicks it effortlessly over the deep midwicket fence","Abbott to Ishan Kishan, SIX, full on the pads, and this time Kishan times it beautifully! He whips it in the air, clears midwicket, and clears the ropes too"
4.1,2,"Abbott to Ishan,  2 runsStarts off with a length ball on middle and leg. He whips it over midwicket, but does not time it well enough","Abbott to Ishan Kishan, 2 runs, full ball on middle, Kishan whips it in the air, but doesn't quite time it that well. It falls safely in the midwicket region before being cut off. He got it close to the toe-end there"
3.6,6,"Behrendorff to Suryakumar,  SIX runsThere comes the Surya special. Pacy length ball down leg. Surya gets across and helps it over the deep fine leg fence  for six of the best","Behrendorff to Suryakumar Yadav, SIX, trademark Suryakumar! Back of a length down leg, and he pulls it over the fine leg boundary"
3.5,1,"Behrendorff to Ishan,  1 runOn a length on the pads of Kishan who gets across and turns it to deep backward square leg","Behrendorff to Ishan Kishan, 1 run, back of a length on middle and leg, clipped to deep backward square"
3.4,•,"Behrendorff to Ishan, no runAnother jaffa! Back of a length ball that leaves the batter at the last moment. Kishan does well to drop his hands","Behrendorff to Ishan Kishan, no run, sharp bounce! Back of a length outside off, Kishan pokes at it but it climbs on him, going past the outside edge to the keeper"
3.3,1,"Behrendorff to Suryakumar,  1 runLength on middle stump, he gets across and as a wild waft at it, gets it down to deep backward square leg","Behrendorff to Suryakumar Yadav, 1 run, good length on off, Suryakumar looks to slog and drags it off the inside half to deep backward square"
3.2,•,"Behrendorff to Suryakumar, no runCorker of a ball to start off. Back of a length ball outside off, he feel for it and is beaten","Behrendorff to Suryakumar Yadav, no run, back of a length just outside off, hint of shape back in, but not as much as Suryakumar expects. He plays inside the line and it whistles through to the keeper"
3.1,1,"Behrendorff to Ishan,  1 runOn a length on the pads as he clips it to deep backward square leg","Behrendorff to Ishan Kishan, 1 run, good length ball slanted in on leg, clipped to deep square leg"
2.6,1,"MW Short to Ishan,  1 runAgain, very quick outside off, he stays back and slaps it down to long off","Matthew Short to Ishan Kishan, 1 run, back of a length outside off, slapped to long-off"
2.5,•,"MW Short to Ishan, no runQuicker on off stump, punched to mid-on","Matthew Short to Ishan Kishan, no run, back of a length outside off, punched to mid-on"
2.4,1,"MW Short to Suryakumar,  1 runLength on middle and leg, he turns it behind square","Matthew Short to Suryakumar Yadav, 1 run, fired into the pads, flicked behind square"
2.4,1,"MW Short to Suryakumar,  1 runLength on middle and leg, he turns it behind square","Matthew Short to Suryakumar Yadav, wide, fired down the leg-side from round the wicket, left alone"
2.4,1w,"MW Short to Suryakumar, 1 wideDarted down leg, called a wide","Matthew Short to Suryakumar Yadav, 1 run, fired into the pads, flicked behind square"
2.4,1w,"MW Short to Suryakumar, 1 wideDarted down leg, called a wide","Matthew Short to Suryakumar Yadav, wide, fired down the leg-side from round the wicket, left alone"
2.3,W,"MW Short to Jaiswal, OUTOne shot too many from Jaiswal and Short has his maiden T20I wicket. It was in the slot to be hit, but the batter does not get the elevation. Outside off, he looks to go up and over mid-off, ends up hitting it straight to him who takes it gleefullyYashasvi Jaiswal c Smith b Short 21 (8b 2x4 2x6 12m) SR: 262.5See all photos","Matthew Short to Jaiswal, out Caught by Smith!! Gone! Fired in full outside off, Jaiswal looks to loft over mid-off but doesn't quite get hold of it. Fails to get enough elevation and Smith takes a good overhead catch in the circle. Jaiswal stood there for a moment in disappointment before walking off. Jaiswal c Smith b Matthew Short 21(8) [4s-2 6s-2]"
2.2,6,"MW Short to Jaiswal,  SIX runsTop-edge but the ball goes over the fence. Was bowled slower outside off. He goes for a sweep, and even with  the top-edge the ball flies over the deep fine leg fence","Matthew Short to Jaiswal, SIX, again goes for the sweep, but this takes a thick top-edge! It goes high in the air and sails over the fine leg boundary. Wow!"
2.1,4,"MW Short to Jaiswal, FOUR runsFired outside off, he gets across, bends low and thumps it to the deep square leg fence","Matthew Short to Jaiswal, FOUR, floated up outside off, Jaiswal gets low and smashes the sweep over square leg. Taking the spinner on immediately"
1.6,•,"Behrendorff to Ishan, no runAnd again! Draws Kishan forward with a full-length outswinger outside off. The batter does not quite reach the pitch and is beaten","Behrendorff to Ishan Kishan, no run, full outside off, swinging away late, and beats the outside edge again after luring Kishan to drive. Lovely over - maiden from Behrendorff!"
1.5,•,"Behrendorff to Ishan, no runPlay and a miss now! On a length with just enough movement outside off to beat Kishan's attempted drive","Behrendorff to Ishan Kishan, no run, good length outside off, swinging away, Kishan goes chasing after it and is beaten on the edge"
1.4,•,"Behrendorff to Ishan, no runFuller-length ball with a hint of shape outside off once more. The ball pins off the middle of the blade but straight to extra cover","Behrendorff to Ishan Kishan, no run, pitched up outside off, driven to cover"
1.3,•,"Behrendorff to Ishan, no runFuller-length ball outside off, he drives neatly but straight to cover","Behrendorff to Ishan Kishan, no run, full outside off, another outswinger, Kishan punches to short cover"
1.2,•,"Behrendorff to Ishan, no runTries to go fuller with the ball shaping away outside off. He lets it go again.","Behrendorff to Ishan Kishan, no run, full outside off, shaping away, left alone"
1.1,•,"Behrendorff to Ishan, no runA hint of shape outside off on that length ball, he shoulders arms","Behrendorff to Ishan Kishan, no run, good length outside off, shaping away, left alone"
0.6,1,"Stoinis to Ishan,  1 runLength outside off, he pats it to deep third","Stoinis to Ishan Kishan, 1 run, back of a length across off, steered to deep backward point"
0.5,1W,"Stoinis to Jaiswal, 1 run, OUTSlower short of a length ball, pulled to deep backward square leg, and dear oh dear, Gaikwad has been sold down the river completely. It was an easy single, but Jaiswal thought the second was on. He races back only to stop after taking a couple of steps. By that time, Gaikwad was already at a point of no return. The throw comes in, Wade even fumbles but Gaikwad was so far down that the keeper had the time to recover and whips off the bails. He is gone for a diamond duck.Ruturaj Gaikwad run out (Ellis/†Wade) 0 (0b 0x4 0x6 5m) SR: 0See all photos","Stoinis to Jaiswal, out Gaikwad Run Out!! 1 run completed. Oh dear, Ruturaj Gaikwad gets run out without facing a ball! Terrible mix-up between the two batters! Looks like Jaiswal was the one who called him for the second and then said ""no"" when he reached halfway down the pitch. Slower short ball, pulled wide of fine leg. They complete a single, and then Jaiswal gets interested to get back for the second before realising it was very risky. However, the damage had been done. Gaikwad was halfway down the pitch with no chance of getting back. Even a little fumble from Wade didn't give him enough time. Gaikwad run out (Nathan Ellis/Wade) 0(0)"
0.4,•,"Stoinis to Jaiswal, no runA dash down the track as Stoinis goes back of a length with the ball angling away from the batter. He swings at it but makes no connection","Stoinis to Jaiswal, no run, short of length delivery just outside off, Jaiswal advances, slashes hard but misses"
0.3,6,"Stoinis to Jaiswal,  SIX runsBANG! Jaiswal is wasting no time whatsoever. Stoinis goes for the short ball into the body but Jaiswal is so quick to get into position and pull it over deep backward square leg","Stoinis to Jaiswal, SIX, the crowd goes berserk as Jaiswal pulls his third ball into the stands! Dug in short, Jaiswal takes it on and nails it over backward square"
0.2,•,"Stoinis to Jaiswal, no runPlay and a miss now. Was short and a touch wide, he goes hard at a cut but makes no connection","Stoinis to Jaiswal, no run, back of a length outside off, Jaiswal looks to cut but is beaten"
0.1,4,"Stoinis to Jaiswal, FOUR runsWhat a shot to get the innings going. No swing for Stoinis. Length ball outside off, he gets forward and drives on the up past mid-off","Stoinis to Jaiswal, FOUR, crashed away on the up! Brilliant start from Jaiswal who gets off the mark in style! Fuller than a length just outside off, Jaiswal goes after it and drives hard through extra cover"
